
Rk,Gtm,Week,Date,Day,HorA,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds.1,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP,Team,Year
11.0,11.0,12.0,2019-11-24,Sun,@,NYJ,L,3,34,,19,34,55.9,140,0,4.1,2.79,53.6,1,7,22,68,0,3.1,57,208,3.65,2,1,0,0,7,315,8,2,0,10,5,15,0,1,4,35,1,1,2,28:30,rai,2019
12.0,12.0,13.0,2019-12-01,Sun,@,KAN,L,9,40,,20,30,66.7,210,1,7.0,4.67,70.1,2,12,25,122,0,4.9,57,332,5.82,2,1,1,0,2,77,11,8,0,19,3,9,1,2,12,99,1,2,3,31:41,rai,2019
13.0,13.0,14.0,2019-12-08,Sun,,TEN,L,21,42,,25,34,73.5,258,2,7.6,8.76,114.6,2,4,24,97,1,4.0,60,355,5.92,0,0,3,3,5,221,13,7,2,22,4,10,0,1,3,20,1,0,1,30:48,rai,2019
14.0,14.0,15.0,2019-12-15,Sun,,JAX,L,16,20,,22,36,61.1,236,1,6.6,7.11,89.6,4,31,32,128,0,4.0,72,364,5.06,4,3,1,1,4,167,15,8,4,27,4,11,0,0,6,51,0,0,0,34:12,rai,2019
15.0,15.0,16.0,2019-12-22,Sun,@,LAC,W,24,17,,26,30,86.7,267,1,8.9,9.57,114.9,3,24,29,99,2,3.4,62,366,5.9,1,1,3,3,5,259,12,7,0,19,7,14,1,1,5,47,0,0,0,33:24,rai,2019
16.0,16.0,17.0,2019-12-29,Sun,@,DEN,L,15,16,,29,46,63.0,380,1,8.3,8.7,96.3,2,11,22,97,0,4.4,70,477,6.81,4,3,0,0,3,124,13,3,2,18,5,16,1,3,10,107,1,0,1,33:00,rai,2019
,,,,,,,7-9,313,419,,367,523,70.2,3926,22,7.5,7.66,99.5,29,184,437,1893,13,4.3,989,5819,5.88,26,19,36,34,67,3081,194,104,17,315,88,201,11,19,128,1138,9,8,17,496:22,rai,2019
1.0,1.0,1.0,2020-09-13,Sun,@,CAR,W,34,30,,22,30,73.3,239,1,8.0,8.63,107.5,0,0,31,133,3,4.3,61,372,6.1,2,2,4,4,3,127,11,10,2,23,6,11,0,0,3,40,0,0,0,31:12,rai,2020
2.0,2.0,2.0,2020-09-21,Mon,,NOR,W,34,24,,28,38,73.7,261,3,6.9,8.45,118.4,3,23,35,116,1,3.3,76,377,4.96,2,2,4,4,2,78,18,5,5,28,10,17,2,2,3,13,1,0,1,36:18,rai,2020
3.0,3.0,3.0,2020-09-27,Sun,@,NWE,L,20,36,,24,32,75.0,249,2,7.8,9.03,117.8,2,12,22,126,0,5.7,56,375,6.7,3,2,2,2,3,136,13,7,2,22,3,9,0,0,6,40,3,0,3,25:21,rai,2020
4.0,4.0,4.0,2020-10-04,Sun,,BUF,L,23,30,,32,44,72.7,297,2,6.8,7.66,106.0,2,14,23,86,0,3.7,69,383,5.55,3,3,2,2,1,57,16,7,1,24,8,14,1,2,7,65,2,0,2,31:42,rai,2020
5.0,5.0,5.0,2020-10-11,Sun,@,KAN,W,40,32,,22,31,71.0,346,3,11.2,11.65,126.5,1,1,35,144,2,4.1,67,490,7.31,2,2,5,4,2,106,12,8,2,22,7,14,2,2,8,59,0,1,1,35:18,rai,2020
6.0,6.0,7.0,2020-10-25,Sun,,TAM,L,20,45,,24,36,66.7,271,2,7.5,7.39,95.9,3,13,24,76,0,3.2,63,347,5.51,2,2,2,2,3,121,12,5,2,19,5,13,1,2,4,35,0,1,1,31:04,rai,2020
7.0,7.0,8.0,2020-11-01,Sun,@,CLE,W,16,6,,15,24,62.5,100,1,4.2,5.0,85.4,2,11,45,209,0,4.6,71,309,4.35,4,3,1,1,1,56,7,15,2,24,8,14,2,2,5,25,0,0,0,37:43,rai,2020
8.0,8.0,9.0,2020-11-08,Sun,@,LAC,W,31,26,,13,23,56.5,160,2,7.0,8.7,107.2,1,5,26,160,2,6.2,50,320,6.4,1,1,4,4,4,150,6,10,0,16,5,10,0,0,2,10,1,0,1,25:16,rai,2020
9.0,9.0,10.0,2020-11-15,Sun,,DEN,W,37,12,,16,25,64.0,154,0,6.2,6.16,81.1,0,0,41,203,4,5.0,66,357,5.41,3,3,4,4,4,174,8,11,2,21,6,13,0,0,8,82,0,0,0,36:38,rai,2020
10.0,10.0,11.0,2020-11-22,Sun,,KAN,L,31,35,,23,31,74.2,275,3,8.9,9.35,119.7,0,0,26,89,1,3.4,57,364,6.39,1,1,4,4,2,73,17,5,3,25,6,9,0,0,8,72,0,1,1,27:55,rai,2020
11.0,11.0,12.0,2020-11-29,Sun,@,ATL,L,6,43,,25,39,64.1,203,0,5.2,4.05,66.5,5,37,14,40,0,2.9,58,243,4.19,2,2,0,0,5,243,11,1,1,13,3,12,1,2,11,141,4,1,5,25:02,rai,2020
12.0,12.0,13.0,2020-12-06,Sun,@,NYJ,W,31,28,,28,47,59.6,368,3,7.8,8.15,96.8,2,13,25,72,1,2.9,74,440,5.95,1,1,4,4,3,129,17,4,3,24,6,14,0,1,3,21,1,1,2,31:01,rai,2020
13.0,13.0,14.0,2020-12-13,Sun,,IND,L,27,44,,32,46,69.6,345,2,7.5,6.41,87.7,0,0,22,79,1,3.6,68,424,6.24,2,2,3,3,1,47,17,7,2,26,8,12,0,0,6,33,1,2,3,31:25,rai,2020
14.0,14.0,15.0,2020-12-17,Thu,,LAC,L,27,30,OT,20,33,60.6,276,1,8.4,7.61,84.9,1,3,41,173,2,4.2,75,449,5.99,2,2,3,3,2,75,13,13,1,27,5,13,4,4,6,69,0,1,1,37:31,rai,2020
15.0,15.0,16.0,2020-12-26,Sat,,MIA,L,25,26,,21,34,61.8,314,1,9.2,9.82,101.8,3,22,24,104,1,4.3,61,418,6.85,4,4,2,1,4,168,15,5,3,23,0,10,1,2,4,40,1,0,1,26:59,rai,2020
16.0,16.0,17.0,2021-01-03,Sun,@,DEN,W,32,31,,24,38,63.2,359,2,9.4,8.13,89.7,3,12,23,106,2,4.6,64,465,7.27,1,1,3,3,4,199,13,8,1,22,5,13,2,2,14,111,2,2,4,26:40,rai,2020
,,,,,,,8-8,434,478,,369,551,67.0,4217,28,7.7,7.85,99.2,28,166,457,1916,20,4.2,1036,6133,5.92,35,33,47,45,44,1939,206,121,32,359,91,198,16,21,98,856,16,10,26,497:05,rai,2020
1.0,1.0,1.0,2021-09-13,Mon,,BAL,W,33,27,OT,34,56,60.7,409,2,7.3,7.21,87.6,3,26,21,82,2,3.9,80,491,6.14,2,2,3,3,6,316,17,6,3,26,7,15,0,1,10,62,0,1,1,34:08,rai,2021
2.0,2.0,2.0,2021-09-19,Sun,@,PIT,W,26,17,,28,37,75.7,373,2,10.1,11.16,125.2,2,9,25,52,0,2.1,64,425,6.64,4,4,2,2,4,190,17,4,1,22,5,13,1,1,5,40,0,0,0,34:22,rai,2021
3.0,3.0,3.0,2021-09-26,Sun,,MIA,W,31,28,OT,26,43,60.5,357,2,8.3,8.19,92.9,3,29,35,140,1,4.0,81,497,6.14,3,3,3,2,4,216,18,7,3,28,8,15,0,1,8,104,0,1,1,38:47,rai,2021
4.0,4.0,4.0,2021-10-04,Mon,@,LAC,L,14,28,,21,34,61.8,165,2,4.9,4.71,81.1,4,31,18,48,0,2.7,56,213,3.8,1,0,2,2,5,256,8,2,3,13,4,13,1,3,7,58,0,1,1,25:18,rai,2021
5.0,5.0,5.0,2021-10-10,Sun,,CHI,L,9,20,,22,35,62.9,188,0,5.4,4.09,64.9,3,18,22,71,1,3.2,60,259,4.32,1,1,0,0,4,224,7,6,3,16,5,14,1,3,10,82,0,1,1,27:58,rai,2021
6.0,6.0,6.0,2021-10-17,Sun,@,DEN,W,34,24,,18,27,66.7,340,2,12.6,14.07,134.4,2,1,23,86,2,3.7,52,426,8.19,3,2,4,4,4,228,11,4,1,16,4,11,0,0,6,54,0,0,0,25:27,rai,2021
7.0,7.0,7.0,2021-10-24,Sun,,PHI,W,33,22,,31,34,91.2,323,2,9.5,9.35,113.6,0,0,29,119,2,4.1,63,442,7.02,2,2,4,3,2,94,16,7,0,23,3,9,1,1,7,65,0,1,1,32:31,rai,2021
8.0,8.0,9.0,2021-11-07,Sun,@,NYG,L,16,23,,30,46,65.2,286,1,6.2,4.7,71.5,1,10,20,117,0,5.9,67,403,6.01,4,3,1,1,2,100,15,8,1,24,4,12,1,1,6,65,1,2,3,29:49,rai,2021
9.0,9.0,10.0,2021-11-14,Sun,,KAN,L,14,41,,25,35,71.4,249,2,7.1,6.97,98.4,2,12,14,50,0,3.6,51,299,5.86,0,0,2,2,5,250,11,3,1,15,1,9,1,2,9,68,1,1,2,24:34,rai,2021
10.0,10.0,11.0,2021-11-21,Sun,,CIN,L,13,32,,19,27,70.4,206,1,7.6,6.7,89.4,2,9,18,72,0,4.0,47,278,5.91,2,2,1,1,4,186,8,5,0,13,1,7,0,0,7,77,1,1,2,22:40,rai,2021
11.0,11.0,12.0,2021-11-25,Thu,@,DAL,W,36,33,OT,24,39,61.5,366,1,9.4,9.9,101.0,3,7,35,143,2,4.1,77,509,6.61,5,5,3,3,5,243,14,7,7,28,3,13,0,0,14,110,0,0,0,39:02,rai,2021
12.0,12.0,13.0,2021-12-05,Sun,,WAS,L,15,17,,28,38,73.7,234,0,6.2,6.16,89.1,2,15,16,76,1,4.8,56,310,5.54,3,3,0,0,4,202,14,5,3,22,2,8,0,0,6,54,0,0,0,26:17,rai,2021
13.0,13.0,14.0,2021-12-12,Sun,@,KAN,L,9,48,,33,45,73.3,246,1,5.5,4.91,84.1,4,17,12,44,0,3.7,61,290,4.75,1,1,1,0,3,150,13,2,4,19,4,11,1,1,9,85,4,1,5,26:25,rai,2021
14.0,14.0,15.0,2021-12-20,Mon,@,CLE,W,16,14,,25,38,65.8,230,1,6.1,5.39,79.9,2,6,25,98,0,3.9,65,328,5.05,3,3,1,1,4,177,14,5,1,20,6,13,1,1,7,64,1,1,2,33:24,rai,2021
15.0,15.0,16.0,2021-12-26,Sun,,DEN,W,17,13,,20,25,80.0,182,1,7.3,6.28,93.7,2,19,40,160,1,4.0,67,342,5.1,1,1,2,2,2,85,11,10,1,22,6,12,1,1,3,37,2,1,3,36:37,rai,2021
16.0,16.0,17.0,2022-01-02,Sun,@,IND,W,23,20,,24,32,75.0,241,1,7.5,5.34,80.3,2,14,27,85,1,3.1,61,326,5.34,3,3,2,2,2,104,13,5,0,18,6,14,2,2,6,41,0,2,2,31:03,rai,2021
17.0,17.0,18.0,2022-01-09,Sun,,LAC,W,35,32,OT,21,37,56.8,172,2,4.6,5.73,86.8,3,18,34,174,1,5.1,74,346,4.68,5,5,2,2,4,181,10,9,5,24,8,17,1,1,4,38,0,0,0,38:41,rai,2021
,,,,,,,10-7,374,439,,429,628,68.3,4567,23,7.3,7.0,92.2,40,241,414,1617,14,3.9,1082,6184,5.72,43,40,33,30,64,3202,217,95,37,349,77,206,12,19,124,1104,10,14,24,527:03,rai,2021
1.0,1.0,1.0,2022-09-11,Sun,@,LAC,L,19,24,,22,37,59.5,256,2,6.9,4.35,64.7,6,39,13,64,0,4.9,56,320,5.71,2,2,1,1,2,106,17,1,0,18,5,11,1,2,3,11,0,3,3,27:28,rai,2022
2.0,2.0,2.0,2022-09-18,Sun,,ARI,L,23,29,OT,25,39,64.1,244,2,6.3,7.28,98.7,1,8,21,80,0,3.8,61,324,5.31,3,3,2,2,3,161,14,4,2,20,6,11,0,0,10,68,1,0,1,29:47,rai,2022
3.0,3.0,3.0,2022-09-25,Sun,@,TEN,L,22,24,,27,45,60.0,300,2,6.7,6.56,85.4,1,7,19,96,0,5.1,65,396,6.09,3,3,1,1,3,144,14,7,3,24,1,12,3,3,6,44,0,1,1,30:45,rai,2022
4.0,4.0,4.0,2022-10-02,Sun,,DEN,W,32,23,,21,34,61.8,173,0,5.1,5.09,74.8,2,15,38,212,2,5.6,74,385,5.2,4,4,3,2,4,215,11,14,0,25,7,14,0,0,4,25,0,0,0,34:52,rai,2022
5.0,5.0,5.0,2022-10-10,Mon,@,KAN,L,29,30,,19,30,63.3,223,2,7.4,8.77,108.1,2,18,24,155,1,6.5,56,378,6.75,3,3,2,2,2,104,6,9,3,18,5,12,1,2,11,99,0,0,0,28:53,rai,2022
6.0,6.0,7.0,2022-10-23,Sun,,HOU,W,38,20,,21,27,77.8,236,1,8.7,9.48,115.4,1,5,27,164,3,6.1,55,400,7.27,1,1,5,5,2,93,13,11,1,25,4,9,1,1,5,44,0,0,0,30:43,rai,2022
7.0,7.0,8.0,2022-10-30,Sun,@,NOR,L,0,24,,23,39,59.0,145,0,3.7,2.56,56.0,4,28,13,38,0,2.9,56,183,3.27,0,0,0,0,5,229,9,2,2,13,5,14,2,3,6,59,0,1,1,25:09,rai,2022
8.0,8.0,9.0,2022-11-06,Sun,@,JAX,L,20,27,,21,36,58.3,248,2,6.9,8.0,97.9,2,11,19,73,0,3.8,57,321,5.63,2,2,2,2,4,196,11,5,0,16,3,12,1,3,5,45,1,0,1,27:35,rai,2022
9.0,9.0,10.0,2022-11-13,Sun,,IND,L,20,25,,24,38,63.2,232,2,6.1,7.16,97.7,2,16,24,77,1,3.2,64,309,4.83,0,0,2,2,5,294,10,7,1,18,5,13,1,3,10,74,0,0,0,30:59,rai,2022
10.0,10.0,11.0,2022-11-20,Sun,@,DEN,W,22,16,OT,23,37,62.2,298,2,8.1,9.14,105.5,1,9,24,109,0,4.5,62,407,6.56,4,3,1,1,4,187,10,8,2,20,3,11,0,0,9,98,0,0,0,32:39,rai,2022
11.0,11.0,12.0,2022-11-27,Sun,@,SEA,W,40,34,OT,25,36,69.4,293,3,8.1,7.31,98.5,1,2,40,283,2,7.1,77,576,7.48,3,2,4,4,2,91,14,13,0,27,8,14,1,2,7,50,0,2,2,37:35,rai,2022
12.0,12.0,13.0,2022-12-04,Sun,,LAC,W,27,20,,16,30,53.3,250,2,8.3,8.17,89.6,0,0,29,154,1,5.3,59,404,6.85,3,2,3,3,4,181,11,7,3,21,3,10,0,0,3,15,1,1,2,29:16,rai,2022
13.0,13.0,14.0,2022-12-08,Thu,@,LAR,L,16,17,,11,20,55.0,137,0,6.9,2.35,36.9,0,0,38,165,1,4.3,58,302,5.21,3,3,1,1,3,148,6,8,3,17,5,13,1,1,7,94,0,2,2,30:21,rai,2022
14.0,14.0,15.0,2022-12-18,Sun,,NWE,W,30,24,,20,38,52.6,211,3,5.6,5.95,84.4,3,20,23,97,0,4.2,64,308,4.81,1,1,3,3,7,324,10,6,2,18,5,14,1,1,13,90,0,1,1,33:16,rai,2022
15.0,15.0,16.0,2022-12-24,Sat,@,PIT,L,10,13,,16,30,53.3,143,1,4.8,0.93,37.9,3,31,19,58,0,3.1,52,201,3.87,1,1,1,1,5,208,9,4,0,13,6,12,0,0,2,20,0,3,3,27:21,rai,2022
16.0,16.0,17.0,2023-01-01,Sun,,SFO,L,34,37,OT,23,34,67.6,365,3,10.7,9.85,108.1,0,0,32,135,1,4.2,66,500,7.58,2,2,4,4,2,81,15,10,4,29,4,10,0,1,6,49,0,2,2,32:00,rai,2022
17.0,17.0,18.0,2023-01-07,Sat,,KAN,L,13,31,,22,36,61.1,180,1,5.0,4.31,71.5,6,39,25,99,0,4.0,67,279,4.16,2,2,1,1,2,122,13,6,2,21,8,16,0,2,6,47,1,1,2,34:13,rai,2022
,,,,,,,6-11,395,418,,359,586,61.3,3934,28,6.7,6.36,84.9,35,248,428,2059,12,4.8,1049,5993,5.71,37,34,36,35,59,2884,193,122,28,343,83,208,13,24,113,932,4,17,21,522:52,rai,2022
1.0,1.0,1.0,2023-09-10,Sun,@,DEN,W,17,16,,20,26,76.9,200,2,7.7,7.5,107.9,0,0,29,61,0,2.1,55,261,4.75,1,1,2,2,1,49,11,5,6,22,5,11,1,1,10,97,0,1,1,27:52,rai,2023
2.0,2.0,2.0,2023-09-17,Sun,@,BUF,L,10,38,,16,24,66.7,185,1,7.7,4.79,68.9,0,0,15,55,0,3.7,39,240,6.15,1,1,1,1,3,149,10,2,1,13,3,7,0,0,2,30,1,2,3,19:56,rai,2023
3.0,3.0,3.0,2023-09-24,Sun,,PIT,L,18,23,,28,44,63.6,293,2,6.7,4.5,69.6,4,31,19,69,0,3.6,67,362,5.4,1,1,1,1,5,262,12,4,3,19,4,13,1,2,7,60,0,3,3,29:57,rai,2023
4.0,4.0,4.0,2023-10-01,Sun,@,LAC,L,17,24,,24,39,61.5,188,0,4.8,3.67,62.8,7,50,23,76,2,3.3,69,264,3.83,1,1,2,2,5,269,12,7,3,22,1,11,3,3,9,80,2,1,3,32:51,rai,2023
5.0,5.0,5.0,2023-10-09,Mon,,GNB,W,17,13,,22,31,71.0,183,1,5.9,5.1,83.1,4,25,29,96,1,3.3,64,279,4.36,3,1,2,2,4,189,13,6,0,19,5,13,1,1,4,28,0,1,1,32:34,rai,2023
6.0,6.0,6.0,2023-10-15,Sun,,NWE,W,21,17,,20,32,62.5,264,1,8.3,7.47,85.9,0,0,33,84,0,2.5,65,348,5.35,4,4,1,1,2,103,12,4,3,19,8,16,0,0,6,42,0,1,1,32:12,rai,2023
7.0,7.0,7.0,2023-10-22,Sun,@,CHI,L,12,30,,27,45,60.0,196,1,4.4,1.8,49.9,1,8,14,39,0,2.8,60,235,3.92,3,2,0,0,2,82,16,1,3,20,2,9,2,2,2,15,0,3,3,25:54,rai,2023
8.0,8.0,8.0,2023-10-30,Mon,@,DET,L,14,26,,10,21,47.6,77,0,3.7,1.52,37.2,6,49,18,80,1,4.4,45,157,3.49,0,0,2,2,5,242,6,4,2,12,1,9,0,3,4,40,0,1,1,20:27,rai,2023
9.0,9.0,9.0,2023-11-05,Sun,,NYG,W,30,6,,16,25,64.0,209,0,8.4,8.36,90.2,0,0,34,125,3,3.7,59,334,5.66,3,3,3,3,5,318,9,6,0,15,5,14,0,1,4,30,0,0,0,28:56,rai,2023
10.0,10.0,10.0,2023-11-12,Sun,,NYJ,W,16,12,,16,27,59.3,126,1,4.7,3.74,67.8,3,27,32,148,0,4.6,62,274,4.42,3,3,1,1,5,253,7,7,1,15,5,15,2,2,3,25,1,1,2,30:18,rai,2023
11.0,11.0,11.0,2023-11-19,Sun,@,MIA,L,13,20,,24,41,58.5,260,1,6.3,3.54,54.9,2,11,16,36,0,2.3,59,296,5.02,2,2,1,1,6,315,10,2,0,12,4,14,0,2,5,41,0,3,3,27:45,rai,2023
12.0,12.0,12.0,2023-11-26,Sun,,KAN,L,17,31,,23,34,67.6,235,1,6.9,7.5,97.1,1,13,23,123,1,5.3,58,358,6.17,2,1,2,2,3,117,12,4,0,16,7,14,0,2,0,0,0,0,0,29:15,rai,2023
13.0,13.0,14.0,2023-12-10,Sun,,MIN,L,0,3,,21,32,65.6,146,0,4.6,3.16,62.8,4,25,17,56,0,3.3,53,202,3.81,0,0,0,0,8,433,5,3,0,8,3,14,2,2,4,37,2,1,3,27:49,rai,2023
14.0,14.0,15.0,2023-12-14,Thu,,LAC,W,63,21,,22,36,61.1,254,5,7.1,9.83,122.0,1,6,26,124,2,4.8,63,378,6.0,0,0,9,9,6,310,13,6,1,20,9,16,0,0,4,30,0,0,0,29:51,rai,2023
15.0,15.0,16.0,2023-12-25,Mon,@,KAN,W,20,14,,9,21,42.9,48,0,2.3,2.29,50.3,2,14,29,157,0,5.4,52,205,3.94,2,2,0,0,6,271,3,8,1,12,3,12,0,0,4,20,0,0,0,25:42,rai,2023
16.0,16.0,17.0,2023-12-31,Sun,@,IND,L,20,23,,30,47,63.8,286,2,6.1,6.94,94.8,2,13,25,84,0,3.4,74,370,5.0,2,2,2,2,5,187,19,4,3,26,5,15,2,2,7,54,0,0,0,33:44,rai,2023
17.0,17.0,18.0,2024-01-07,Sun,,DEN,W,27,14,,20,32,62.5,230,2,7.2,8.44,104.9,3,14,31,129,1,4.2,66,359,5.44,2,2,3,3,4,234,12,10,0,22,7,13,0,0,0,0,0,0,0,30:36,rai,2023
,,,,,,,8-9,332,331,,348,557,62.5,3380,20,6.1,5.33,77.9,40,286,413,1542,11,3.7,1010,4922,4.87,30,26,32,32,75,3783,182,83,27,292,77,216,14,23,75,629,6,18,24,485:39,rai,2023
1.0,1.0,1.0,2019-09-08,Sun,,IND,W,30,24,OT,25,34,73.5,310,3,9.1,9.56,118.5,4,23,21,125,1,6.0,59,435,7.37,1,1,3,3,2,98,14,9,2,25,7,11,0,0,3,20,1,1,2,32:50,sdg,2019
2.0,2.0,2.0,2019-09-15,Sun,@,DET,L,10,13,,21,36,58.3,287,0,8.0,6.72,72.3,1,6,25,137,1,5.5,62,424,6.84,3,1,1,1,4,202,13,6,2,21,6,13,0,0,9,70,1,1,2,31:19,sdg,2019
3.0,3.0,3.0,2019-09-22,Sun,,HOU,L,20,27,,31,46,67.4,293,2,6.4,7.24,99.3,5,25,18,73,0,4.1,69,366,5.3,2,2,2,2,4,193,17,3,2,22,5,15,2,3,7,69,1,0,1,31:48,sdg,2019
4.0,4.0,4.0,2019-09-29,Sun,@,MIA,W,30,10,,25,31,80.6,311,2,10.0,11.32,130.0,1,6,33,79,1,2.4,65,390,6.0,3,3,3,3,0,0,16,6,2,24,8,13,0,1,10,89,0,0,0,37:36,sdg,2019
5.0,5.0,5.0,2019-10-06,Sun,,DEN,L,13,20,,32,48,66.7,211,0,4.4,2.52,58.6,0,0,16,35,0,2.2,64,246,3.84,3,2,1,1,5,232,14,0,5,19,4,13,0,1,4,43,1,2,3,30:24,sdg,2019
6.0,6.0,6.0,2019-10-13,Sun,,PIT,L,17,24,,26,44,59.1,316,2,7.2,6.05,77.5,1,4,14,32,0,2.3,59,348,5.9,2,1,2,2,3,128,18,2,3,23,7,12,0,0,8,74,1,2,3,25:55,sdg,2019
7.0,7.0,7.0,2019-10-20,Sun,@,TEN,L,20,23,,24,38,63.2,326,2,8.6,9.63,108.0,1,3,21,39,0,1.9,60,365,6.08,2,2,2,2,2,93,19,2,3,24,6,11,0,1,4,29,1,0,1,27:45,sdg,2019
8.0,8.0,8.0,2019-10-27,Sun,@,CHI,W,17,16,,19,29,65.5,195,1,6.7,5.86,81.8,1,6,12,36,1,3.0,42,231,5.5,2,1,2,2,5,269,8,2,1,11,2,10,0,0,8,53,0,1,1,22:00,sdg,2019
9.0,9.0,9.0,2019-11-03,Sun,,GNB,W,26,11,,21,28,75.0,283,0,10.1,10.11,106.7,2,11,38,159,2,4.2,68,442,6.5,5,4,2,2,1,38,13,11,0,24,5,11,1,1,5,45,0,0,0,35:51,sdg,2019
10.0,10.0,10.0,2019-11-07,Thu,@,OAK,L,24,26,,17,31,54.8,169,2,5.5,2.39,52.4,5,38,30,146,1,4.9,66,315,4.77,1,1,3,3,3,130,11,10,5,26,3,10,1,2,8,70,0,3,3,34:10,sdg,2019
11.0,11.0,11.0,2019-11-18,Mon,,KAN,L,17,24,,28,52,53.8,345,1,6.6,3.56,49.0,2,8,19,93,0,4.9,73,438,6.0,4,3,0,0,3,143,14,6,3,23,5,15,1,1,9,60,0,4,4,31:02,sdg,2019
12.0,12.0,13.0,2019-12-01,Sun,@,DEN,L,20,23,,20,29,69.0,244,2,8.4,8.24,103.2,3,21,29,115,0,4.0,61,359,5.89,3,2,2,2,4,181,11,5,1,17,5,15,1,1,7,82,1,1,2,32:09,sdg,2019
13.0,13.0,14.0,2019-12-08,Sun,@,JAX,W,45,10,,19,27,70.4,330,4,12.2,15.19,151.2,1,10,30,195,2,6.5,58,525,9.05,1,1,6,6,2,104,11,13,3,27,6,8,0,0,6,65,0,0,0,29:23,sdg,2019
14.0,14.0,15.0,2019-12-15,Sun,,MIN,L,10,39,,28,39,71.8,283,1,7.3,4.31,68.6,3,24,19,62,0,3.3,61,345,5.66,1,1,1,1,1,26,14,3,0,17,6,11,1,2,5,48,4,3,7,27:39,sdg,2019
15.0,15.0,16.0,2019-12-22,Sun,,OAK,L,17,24,,27,39,69.2,265,0,6.8,6.79,88.1,1,14,16,19,2,1.2,56,284,5.07,1,1,2,2,6,285,13,4,4,21,3,11,1,1,2,15,0,0,0,26:36,sdg,2019
16.0,16.0,17.0,2019-12-29,Sun,@,KAN,L,21,31,,31,46,67.4,258,2,5.6,4.52,78.0,3,23,25,108,1,4.3,74,366,4.95,0,0,3,3,3,134,14,8,3,25,8,15,2,4,8,40,0,2,2,36:04,sdg,2019
,,,,,,,5-11,337,345,,394,597,66.0,4426,24,7.4,6.71,87.4,34,222,366,1453,12,4.0,997,5879,5.9,34,26,35,35,48,2256,220,90,39,349,86,194,10,18,103,872,11,20,31,492:31,sdg,2019
1.0,1.0,1.0,2020-09-13,Sun,@,CIN,W,16,13,,16,30,53.3,207,0,6.9,6.9,75.3,2,1,39,155,1,4.0,71,362,5.1,4,3,1,1,5,244,10,7,2,19,6,16,0,2,6,35,0,0,0,30:10,sdg,2020
2.0,2.0,2.0,2020-09-20,Sun,,KAN,L,20,23,OT,22,33,66.7,296,1,9.0,8.21,92.5,2,15,44,183,1,4.2,79,479,6.06,2,2,2,2,3,131,14,13,1,28,6,13,1,2,6,40,0,1,1,39:27,sdg,2020
3.0,3.0,3.0,2020-09-27,Sun,,CAR,L,16,21,,35,49,71.4,319,1,6.5,6.0,87.0,2,11,23,117,1,5.1,74,436,5.89,1,1,1,1,3,119,18,7,1,26,10,15,0,0,8,60,3,1,4,31:11,sdg,2020
4.0,4.0,4.0,2020-10-04,Sun,@,TAM,L,31,38,,20,25,80.0,278,3,11.1,11.72,135.9,2,12,23,46,0,2.0,50,324,6.48,2,1,4,4,3,160,9,4,2,15,4,10,1,1,7,60,1,1,2,25:05,sdg,2020
5.0,5.0,5.0,2020-10-12,Mon,@,NOR,L,27,30,OT,20,34,58.8,239,4,7.0,9.38,119.6,3,25,32,111,0,3.5,69,350,5.07,1,0,4,3,7,339,12,5,2,19,8,17,0,1,1,10,0,0,0,30:42,sdg,2020
6.0,6.0,7.0,2020-10-25,Sun,,JAX,W,39,29,,28,44,63.6,349,3,7.9,9.3,110.9,1,2,32,135,2,4.2,77,484,6.29,3,2,4,3,4,138,16,9,4,29,6,14,0,0,3,35,0,0,0,34:31,sdg,2020
7.0,7.0,8.0,2020-11-01,Sun,@,DEN,L,30,31,,29,44,65.9,275,3,6.3,5.57,86.8,2,3,38,210,0,5.5,84,485,5.77,3,3,3,3,3,117,15,10,3,28,7,16,0,1,6,67,0,2,2,35:53,sdg,2020
8.0,8.0,9.0,2020-11-08,Sun,,LVR,L,26,31,,28,42,66.7,312,2,7.4,8.38,104.5,2,14,31,128,1,4.1,75,440,5.87,3,2,2,2,3,146,18,6,2,26,7,15,2,2,5,45,1,0,1,34:44,sdg,2020
9.0,9.0,10.0,2020-11-15,Sun,@,MIA,L,21,29,,20,32,62.5,174,2,5.4,5.28,84.6,2,13,29,99,1,3.4,63,273,4.33,0,0,3,3,5,171,10,9,0,19,4,13,2,3,5,31,0,1,1,29:54,sdg,2020
10.0,10.0,11.0,2020-11-22,Sun,,NYJ,W,34,28,,37,49,75.5,347,3,7.1,8.31,114.9,3,19,26,29,0,1.1,78,376,4.82,2,2,4,4,3,110,18,5,5,28,9,15,0,1,9,78,1,0,1,36:28,sdg,2020
11.0,11.0,12.0,2020-11-29,Sun,@,BUF,L,17,27,,31,52,59.6,291,1,5.6,5.12,73.5,3,25,24,76,1,3.2,79,367,4.65,1,1,1,0,6,286,16,5,3,24,3,16,4,5,5,91,0,1,1,30:04,sdg,2020
