
Rk,Gtm,Week,Date,Day,HorA,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds.1,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP,Team,Year
8.0,8.0,8.0,2020-11-01,Sun,@,PHI,L,9,23,,21,40,52.5,132,0,3.3,3.3,59.6,4,48,35,133,0,3.8,79,265,3.35,4,3,0,0,3,117,10,10,1,21,4,16,2,4,7,68,2,0,2,32:50,dal,2020
9.0,9.0,9.0,2020-11-08,Sun,,PIT,L,19,24,,21,38,55.3,220,1,5.8,5.13,70.1,2,23,31,144,0,4.6,71,364,5.13,4,4,1,1,2,79,10,9,0,19,8,17,0,1,7,70,1,1,2,33:24,dal,2020
10.0,10.0,11.0,2020-11-22,Sun,@,MIN,W,31,28,,22,32,68.8,196,3,6.1,6.59,103.1,1,7,31,180,1,5.8,64,376,5.88,1,1,3,2,3,142,13,9,2,24,5,11,2,3,4,30,0,1,1,28:11,dal,2020
11.0,11.0,12.0,2020-11-26,Thu,,WAS,L,16,41,,25,35,71.4,187,1,5.3,4.63,81.5,4,28,18,60,0,3.3,57,247,4.33,3,3,1,1,2,110,6,6,1,13,4,13,1,4,5,45,1,1,2,24:04,dal,2020
12.0,12.0,13.0,2020-12-08,Tue,@,BAL,L,17,34,,31,48,64.6,277,2,5.8,5.67,85.2,1,8,28,111,0,4.0,77,388,5.04,4,1,2,2,1,47,20,8,1,29,6,15,3,4,7,58,0,1,1,32:26,dal,2020
13.0,13.0,14.0,2020-12-13,Sun,@,CIN,W,30,7,,16,23,69.6,171,2,7.4,9.17,120.0,2,14,25,101,0,4.0,50,272,5.44,3,3,3,3,2,99,11,5,0,16,5,11,1,1,5,30,0,0,0,25:19,dal,2020
14.0,14.0,15.0,2020-12-20,Sun,,SFO,W,41,33,,20,34,58.8,204,2,6.0,7.18,95.7,2,17,22,87,2,4.0,58,291,5.02,3,2,5,5,6,282,12,3,0,15,6,15,0,0,5,58,0,0,0,25:04,dal,2020
15.0,15.0,16.0,2020-12-27,Sun,,PHI,W,37,17,,22,30,73.3,362,3,12.1,12.57,132.9,2,15,34,151,1,4.4,66,513,7.77,3,3,4,4,4,178,13,7,2,22,6,13,0,0,5,73,0,1,1,30:38,dal,2020
16.0,16.0,17.0,2021-01-03,Sun,@,NYG,L,19,23,,29,47,61.7,199,0,4.2,3.28,62.3,6,45,27,108,1,4.0,80,307,3.84,4,4,1,1,6,291,16,8,2,26,6,17,1,1,6,58,0,1,1,32:33,dal,2020
,,,,,,,6-10,395,473,,413,639,64.6,4161,25,6.5,6.38,87.6,44,350,430,1788,14,4.2,1113,5949,5.35,41,34,36,33,50,2250,231,115,25,371,87,215,17,31,96,849,13,13,26,453:48,dal,2020
1.0,1.0,1.0,2021-09-09,Thu,@,TAM,L,29,31,,42,58,72.4,391,3,6.7,7.0,100.6,1,12,18,60,0,3.3,77,451,5.86,5,3,3,2,3,147,21,4,5,30,9,17,0,0,8,55,0,1,1,34:27,dal,2021
2.0,2.0,2.0,2021-09-19,Sun,@,LAC,W,20,17,,23,27,85.2,221,0,8.2,6.52,85.3,2,16,31,198,2,6.4,60,419,6.98,2,2,2,2,1,44,13,11,1,25,6,10,0,1,8,76,0,1,1,29:03,dal,2021
3.0,3.0,3.0,2021-09-27,Mon,,PHI,W,41,21,,21,26,80.8,220,3,8.5,10.77,140.4,4,18,41,160,2,3.9,71,380,5.35,0,0,6,5,4,202,14,9,4,27,6,12,1,2,4,37,1,0,1,34:58,dal,2021
4.0,4.0,4.0,2021-10-03,Sun,,CAR,W,36,28,,14,22,63.6,188,4,8.5,12.18,130.3,0,0,34,245,1,7.2,56,433,7.73,1,1,3,3,4,190,10,12,2,24,3,9,1,1,7,50,0,0,0,26:24,dal,2021
5.0,5.0,5.0,2021-10-10,Sun,,NYG,W,44,20,,23,33,69.7,314,3,9.5,9.97,117.5,2,10,39,201,1,5.2,74,515,6.96,3,3,5,5,1,61,13,10,3,26,8,14,1,2,8,58,1,1,2,32:12,dal,2021
6.0,6.0,6.0,2021-10-17,Sun,@,NWE,W,35,29,OT,36,51,70.6,445,3,8.7,9.02,108.7,0,0,31,122,0,3.9,82,567,6.91,4,3,2,2,1,51,25,5,2,32,3,13,2,4,12,115,1,1,2,39:17,dal,2021
7.0,7.0,8.0,2021-10-31,Sun,@,MIN,W,20,16,,25,41,61.0,341,2,8.3,8.2,93.6,3,19,24,78,0,3.3,68,419,6.16,3,2,2,2,4,181,17,4,2,23,7,14,0,0,11,96,1,1,2,32:32,dal,2021
8.0,8.0,9.0,2021-11-07,Sun,,DEN,L,16,30,,19,39,48.7,212,2,5.4,5.31,71.7,2,20,16,78,0,4.9,57,290,5.09,0,0,0,0,4,194,11,2,1,14,5,13,0,4,5,38,1,1,2,18:48,dal,2021
9.0,9.0,10.0,2021-11-14,Sun,,ATL,W,43,3,,28,35,80.0,317,2,9.1,10.2,123.5,0,0,37,114,3,3.1,72,431,5.99,0,0,5,5,4,190,14,8,0,22,6,14,3,3,8,80,1,0,1,37:41,dal,2021
10.0,10.0,11.0,2021-11-21,Sun,@,KAN,L,9,19,,28,43,65.1,194,0,4.5,2.42,55.8,5,22,16,82,0,5.1,64,276,4.31,3,3,0,0,6,280,14,1,1,16,5,15,0,0,6,45,1,2,3,29:13,dal,2021
11.0,11.0,12.0,2021-11-25,Thu,,LVR,L,33,36,OT,32,47,68.1,373,2,7.9,8.79,106.1,1,2,20,64,1,3.2,68,437,6.43,3,2,2,1,7,385,13,6,4,23,3,13,0,0,14,166,0,0,0,26:30,dal,2021
12.0,12.0,13.0,2021-12-02,Thu,@,NOR,W,27,17,,26,40,65.0,231,1,5.8,5.15,78.2,1,7,24,146,1,6.1,65,377,5.8,2,2,3,3,7,337,10,5,2,17,2,13,0,1,5,35,0,1,1,28:06,dal,2021
13.0,13.0,14.0,2021-12-12,Sun,@,WAS,W,27,20,,22,39,56.4,201,1,5.2,3.36,57.7,4,10,35,122,0,3.5,78,323,4.14,4,4,1,1,6,268,11,7,1,19,7,18,0,0,7,60,0,2,2,34:29,dal,2021
14.0,14.0,15.0,2021-12-19,Sun,@,NYG,W,21,6,,28,37,75.7,203,1,5.5,6.03,97.0,3,14,30,125,1,4.2,70,328,4.69,3,3,2,0,4,160,14,9,0,23,8,14,0,0,6,45,1,0,1,33:23,dal,2021
15.0,15.0,16.0,2021-12-26,Sun,,WAS,W,56,14,,30,42,71.4,389,5,9.3,11.64,139.8,3,11,28,108,1,3.9,73,497,6.81,0,0,8,8,4,214,20,7,1,28,10,15,1,1,3,15,0,0,0,31:31,dal,2021
16.0,16.0,17.0,2022-01-02,Sun,,ARI,L,22,25,,25,39,64.1,256,3,6.6,8.1,108.5,1,1,17,45,0,2.6,57,301,5.28,1,0,2,2,4,195,15,2,2,19,3,11,3,3,10,88,1,0,1,25:18,dal,2021
17.0,17.0,18.0,2022-01-08,Sat,@,PHI,W,51,26,,22,28,78.6,304,5,10.9,14.43,151.5,1,1,32,171,2,5.3,61,475,7.79,1,1,7,6,1,44,13,9,0,22,8,13,2,2,5,44,0,0,0,27:37,dal,2021
,,,,,,,12-5,530,358,,444,647,68.6,4800,40,7.4,7.89,103.7,33,163,473,2119,15,4.5,1153,6919,6.0,35,29,53,47,65,3143,248,111,31,390,99,228,14,24,127,1103,9,11,20,521:29,dal,2021
1.0,1.0,1.0,2022-09-11,Sun,,TAM,L,3,19,,21,42,50.0,173,0,4.1,3.05,51.0,4,25,18,71,0,3.9,64,244,3.81,1,1,0,0,5,254,8,4,0,12,3,15,2,5,10,73,0,1,1,27:18,dal,2022
2.0,2.0,2.0,2022-09-18,Sun,,CIN,W,20,17,,19,31,61.3,230,1,7.4,8.06,94.8,1,5,27,107,1,4.0,59,337,5.71,2,2,2,2,5,217,11,7,1,19,3,10,1,1,5,45,1,0,1,26:12,dal,2022
3.0,3.0,3.0,2022-09-26,Mon,@,NYG,W,23,16,,21,31,67.7,215,1,6.9,7.58,98.2,0,0,30,176,1,5.9,61,391,6.41,4,3,2,2,4,178,12,9,2,23,5,13,1,1,8,70,0,0,0,32:42,dal,2022
4.0,4.0,4.0,2022-10-02,Sun,,WAS,W,25,10,,15,27,55.6,217,2,8.0,9.52,106.6,1,6,29,62,0,2.1,57,279,4.89,4,4,2,1,6,256,9,2,4,15,5,15,0,0,4,20,0,0,0,26:54,dal,2022
5.0,5.0,5.0,2022-10-09,Sun,@,LAR,W,22,10,,10,16,62.5,76,0,4.8,4.75,74.0,3,26,34,163,1,4.8,53,239,4.51,3,3,1,1,6,288,4,6,0,10,5,15,0,0,5,42,0,0,0,29:30,dal,2022
6.0,6.0,6.0,2022-10-16,Sun,@,PHI,L,17,26,,18,38,47.4,181,1,4.8,1.74,37.3,0,0,26,134,1,5.2,64,315,4.92,2,1,2,2,2,119,12,8,1,21,4,10,0,1,10,72,0,3,3,25:30,dal,2022
7.0,7.0,7.0,2022-10-23,Sun,,DET,W,24,6,,19,25,76.0,191,1,7.6,8.44,110.6,2,16,32,139,2,4.3,59,330,5.59,1,1,3,3,5,243,10,8,3,21,3,9,0,0,7,55,1,0,1,28:46,dal,2022
8.0,8.0,8.0,2022-10-30,Sun,,CHI,W,49,29,,21,27,77.8,242,2,9.0,8.78,113.3,1,8,29,200,4,6.9,57,442,7.75,0,0,7,7,2,142,15,9,0,24,9,11,0,0,6,41,0,1,1,23:56,dal,2022
9.0,9.0,10.0,2022-11-13,Sun,@,GNB,L,28,31,OT,27,46,58.7,262,3,5.7,5.04,78.4,2,3,31,159,1,5.1,79,421,5.33,0,0,4,4,5,246,13,10,1,24,5,15,2,3,9,83,0,2,2,30:59,dal,2022
10.0,10.0,11.0,2022-11-20,Sun,@,MIN,W,40,3,,26,30,86.7,307,2,10.2,11.57,131.5,0,0,40,151,2,3.8,70,458,6.54,4,4,4,4,2,101,11,12,0,23,12,17,0,0,6,39,0,0,0,37:24,dal,2022
11.0,11.0,12.0,2022-11-24,Thu,,NYG,W,28,20,,21,30,70.0,261,2,8.7,7.03,91.1,0,0,39,169,2,4.3,69,430,6.23,1,0,4,4,1,51,13,10,3,26,7,11,0,1,13,86,0,2,2,34:09,dal,2022
12.0,12.0,13.0,2022-12-04,Sun,,IND,W,54,19,,20,30,66.7,165,3,5.5,6.0,100.0,1,5,34,220,4,6.5,65,385,5.92,0,0,7,6,4,198,11,10,2,23,7,13,1,1,3,43,0,1,1,28:41,dal,2022
13.0,13.0,14.0,2022-12-11,Sun,,HOU,W,27,23,,24,39,61.5,277,1,7.1,5.31,70.1,1,7,31,127,2,4.1,71,404,5.69,2,2,3,3,3,157,11,10,0,21,8,15,1,2,3,10,1,2,3,26:46,dal,2022
14.0,14.0,15.0,2022-12-18,Sun,@,JAX,L,34,40,OT,23,30,76.7,243,3,8.1,7.1,105.3,3,13,41,154,1,3.8,74,397,5.36,2,2,4,4,4,185,14,9,1,24,9,16,0,0,2,18,0,2,2,35:26,dal,2022
15.0,15.0,16.0,2022-12-24,Sat,,PHI,W,40,34,,27,35,77.1,304,3,8.7,9.11,119.2,6,43,31,115,1,3.7,72,419,5.82,4,4,4,4,1,57,18,6,1,25,8,15,1,1,4,36,0,1,1,32:18,dal,2022
16.0,16.0,17.0,2022-12-29,Thu,@,TEN,W,27,13,,29,41,70.7,274,2,6.7,5.46,84.8,1,8,32,87,1,2.7,74,361,4.88,2,2,3,3,3,121,16,5,5,26,8,13,0,0,3,35,1,2,3,33:26,dal,2022
17.0,17.0,18.0,2023-01-08,Sun,@,WAS,L,6,26,,14,38,36.8,118,1,3.1,2.45,43.5,1,10,27,64,0,2.4,66,182,2.76,0,0,1,0,10,478,6,4,0,10,4,18,1,3,6,74,1,1,2,23:48,dal,2022
,,,,,,,12-5,467,342,,355,556,63.8,3736,28,6.7,6.27,86.6,27,175,531,2298,24,4.3,1114,6034,5.42,32,29,53,50,68,3291,194,129,24,347,105,231,10,19,104,842,5,18,23,503:45,dal,2022
1.0,1.0,1.0,2023-09-10,Sun,@,NYG,W,40,0,,13,25,52.0,143,0,5.7,5.72,69.2,0,0,30,122,3,4.1,55,265,4.82,2,2,5,4,3,146,8,7,3,18,6,13,1,2,5,35,0,0,0,26:32,dal,2023
2.0,2.0,2.0,2023-09-17,Sun,,NYJ,W,30,10,,31,38,81.6,248,2,6.5,7.58,111.4,1,7,44,134,0,3.0,83,382,4.6,5,5,1,1,3,155,16,8,2,26,9,18,0,0,6,38,0,0,0,42:15,dal,2023
3.0,3.0,3.0,2023-09-24,Sun,@,ARI,L,16,28,,25,40,62.5,231,1,5.8,5.15,76.1,2,18,33,185,0,5.6,75,416,5.55,3,3,1,1,2,102,11,12,3,26,9,16,0,1,13,107,0,1,1,34:33,dal,2023
4.0,4.0,4.0,2023-10-01,Sun,,NWE,W,38,3,,30,36,83.3,253,1,7.0,7.58,105.2,3,28,30,124,1,4.1,69,377,5.46,3,3,3,3,2,112,15,6,1,22,8,15,0,1,5,32,0,0,0,35:09,dal,2023
5.0,5.0,5.0,2023-10-08,Sun,@,SFO,L,10,42,,16,26,61.5,140,1,5.4,0.96,49.0,4,21,19,57,0,3.0,49,197,4.02,1,1,1,1,5,254,5,3,0,8,4,11,0,1,6,60,1,3,4,22:55,dal,2023
6.0,6.0,6.0,2023-10-16,Mon,@,LAC,W,20,17,,21,30,70.0,246,1,8.2,8.87,105.7,5,26,26,96,1,3.7,61,342,5.61,2,2,2,2,4,209,12,5,3,20,5,13,1,2,11,85,1,0,1,29:52,dal,2023
7.0,7.0,8.0,2023-10-29,Sun,,LAR,W,43,20,,27,34,79.4,285,4,8.4,9.41,128.6,3,22,26,102,0,3.9,63,387,6.14,2,2,5,5,2,93,16,6,2,24,6,12,1,1,4,21,0,1,1,35:28,dal,2023
8.0,8.0,9.0,2023-11-05,Sun,@,PHI,L,23,28,,29,44,65.9,333,3,7.6,8.93,111.3,5,41,21,73,0,3.5,70,406,5.8,1,1,2,2,2,82,19,3,5,27,6,15,3,5,10,83,1,0,1,29:42,dal,2023
9.0,9.0,10.0,2023-11-12,Sun,,NYG,W,49,17,,33,44,75.0,472,4,10.7,10.5,120.6,0,0,33,168,3,5.1,77,640,8.31,0,0,7,7,2,93,19,12,1,32,6,12,1,2,9,83,0,2,2,37:21,dal,2023
10.0,10.0,11.0,2023-11-19,Sun,@,CAR,W,33,10,,27,41,65.9,204,2,5.0,5.95,94.0,0,0,27,107,1,4.0,68,311,4.57,2,2,4,3,3,176,11,7,5,23,7,16,0,0,5,45,0,0,0,31:21,dal,2023
11.0,11.0,12.0,2023-11-23,Thu,,WAS,W,45,10,,22,32,68.8,331,4,10.3,12.84,142.1,0,0,18,100,1,5.6,50,431,8.62,1,1,5,4,3,158,15,5,1,21,6,10,0,0,7,48,0,0,0,23:06,dal,2023
12.0,12.0,13.0,2023-11-30,Thu,,SEA,W,41,35,,29,41,70.7,275,3,6.7,8.17,113.4,4,24,34,136,1,4.0,79,411,5.2,4,4,3,3,0,0,19,8,6,33,8,14,1,2,9,127,0,0,0,36:27,dal,2023
13.0,13.0,14.0,2023-12-10,Sun,,PHI,W,33,13,,24,39,61.5,256,2,6.6,7.59,97.8,3,15,32,138,1,4.3,74,394,5.32,4,4,3,3,1,48,13,7,4,24,9,16,1,1,7,60,1,0,1,36:36,dal,2023
14.0,14.0,15.0,2023-12-17,Sun,@,BUF,L,10,31,,21,34,61.8,106,0,3.1,1.79,54.3,3,28,20,89,1,4.5,57,195,3.42,1,1,1,1,5,275,6,7,1,14,5,13,1,2,5,48,0,1,1,24:55,dal,2023
15.0,15.0,16.0,2023-12-24,Sun,@,MIA,L,20,22,,20,32,62.5,242,2,7.6,8.81,106.5,4,11,25,97,0,3.9,61,339,5.56,2,2,2,2,3,178,9,7,3,19,4,12,2,2,6,38,1,0,1,31:02,dal,2023
